reseau,agence,agence_ville,agence_cp,ville_cible,cp_cible,population,distance_km
TransakAuto,Agence SECLIN,Seclin,59113,Louvil,59830,922,9.9
TransakAuto,Agence SECLIN,Seclin,59113,Cappelle-en-Pévèle,59242,2257,10.2
TransakAuto,Agence SECLIN,Seclin,59113,Ostricourt,59162,6097,10.4
TransakAuto,Agence SECLIN,Seclin,59113,Provin,59185,4428,10.4
TransakAuto,Agence SECLIN,Seclin,59113,Oignies,62590,10323,10.4
TransakAuto,Agence SECLIN,Seclin,59113,Bersée,59235,2318,10.5
TransakAuto,Agence SECLIN,Seclin,59113,Erquinghem-le-Sec,59320,620,10.5
TransakAuto,Agence SECLIN,Seclin,59113,Englos,59320,618,10.7
TransakAuto,Agence SECLIN,Seclin,59113,Sainghin-en-Weppes,59184,5638,10.7
TransakAuto,Agence SECLIN,Seclin,59113,Moncheaux,59283,1663,10.8
TransakAuto,Agence SECLIN,Seclin,59113,Bouvines,59830,766,11.0
TransakAuto,Agence SECLIN,Seclin,59113,Beaucamps-Ligny,59134,845,11.1
TransakAuto,Agence SECLIN,Seclin,59113,Mons-en-Barœul,59370,21105,11.2
TransakAuto,Agence SECLIN,Seclin,59113,Anstaing,59152,1631,11.4
TransakAuto,Agence SECLIN,Seclin,59113,Cysoing,59830,4839,11.4
TransakAuto,Agence SECLIN,Seclin,59113,Escobecques,59320,302,11.4
TransakAuto,Agence SECLIN,Seclin,59113,Bauvin,59221,5249,11.6
TransakAuto,Agence SECLIN,Seclin,59113,Lambersart,59130,27090,11.6
TransakAuto,Agence SECLIN,Seclin,59113,Fournes-en-Weppes,59134,2179,11.7
TransakAuto,Agence SECLIN,Seclin,59113,La Madeleine,59110,21790,11.7
TransakAuto,Agence SECLIN,Seclin,59113,Saint-André-lez-Lille,59350,13233,12.2
TransakAuto,Agence SECLIN,Seclin,59113,Leforest,62790,7060,12.2
TransakAuto,Agence SECLIN,Seclin,59113,Meurchin,62410,3691,12.3
TransakAuto,Agence SECLIN,Seclin,59113,Capinghem,59160,2728,12.4
TransakAuto,Agence SECLIN,Seclin,59113,Villeneuve-d'Ascq,59491,62868,12.5
TransakAuto,Agence SECLIN,Seclin,59113,Faumont,59310,2278,12.6
TransakAuto,Agence SECLIN,Seclin,59113,Tressin,59152,1386,12.6
TransakAuto,Agence SECLIN,Seclin,59113,Genech,59242,2803,12.7
TransakAuto,Agence SECLIN,Seclin,59113,Gruson,59152,1207,12.7
TransakAuto,Agence SECLIN,Seclin,59113,Marquillies,59274,1961,12.7
TransakAuto,Agence SECLIN,Seclin,59113,Estevelles,62880,1979,12.7
TransakAuto,Agence SECLIN,Seclin,59113,Hantay,59496,1244,12.8
TransakAuto,Agence SECLIN,Seclin,59113,Évin-Malmaison,62141,4628,12.9
TransakAuto,Agence SECLIN,Seclin,59113,Wicres,59134,581,13.0
TransakAuto,Agence SECLIN,Seclin,59113,Courrières,62710,10176,13.0
TransakAuto,Agence SECLIN,Seclin,59113,Auchy-lez-Orchies,59310,1599,13.1
TransakAuto,Agence SECLIN,Seclin,59113,Ennetières-en-Weppes,59320,1280,13.2
TransakAuto,Agence SECLIN,Seclin,59113,Lompret,59840,2155,13.2
TransakAuto,Agence SECLIN,Seclin,59113,Raimbeaucourt,59283,4000,13.2
TransakAuto,Agence SECLIN,Seclin,59113,Billy-Berclau,62138,5093,13.2
TransakAuto,Agence SECLIN,Seclin,59113,Chéreng,59152,3078,13.3
TransakAuto,Agence SECLIN,Seclin,59113,Dourges,62119,6139,13.3
TransakAuto,Agence SECLIN,Seclin,59113,Forest-sur-Marque,59510,1662,13.4
TransakAuto,Agence SECLIN,Seclin,59113,Cobrieux,59830,563,13.6
TransakAuto,Agence SECLIN,Seclin,59113,Marquette-lez-Lille,59520,12622,13.8
TransakAuto,Agence SECLIN,Seclin,59113,Radinghem-en-Weppes,59320,1410,13.8
TransakAuto,Agence SECLIN,Seclin,59113,Pont-à-Vendin,62880,3062,14.0
TransakAuto,Agence SECLIN,Seclin,59113,Bourghelles,59830,1682,14.2
TransakAuto,Agence SECLIN,Seclin,59113,Le Maisnil,59134,628,14.2
TransakAuto,Agence SECLIN,Seclin,59113,Prémesques,59840,2031,14.2
TransakAuto,Agence SECLIN,Seclin,59113,Herlies,59134,2267,14.4
TransakAuto,Agence SECLIN,Seclin,59113,Pérenchies,59840,8455,14.6
TransakAuto,Agence SECLIN,Seclin,59113,Nomain,59310,2651,14.7
TransakAuto,Agence SECLIN,Seclin,59113,Marcq-en-Barœul,59700,40184,14.8
TransakAuto,Agence SECLIN,Seclin,59113,Wasquehal,59290,20726,14.8
TransakAuto,Agence SECLIN,Seclin,59113,Wingles,62410,8720,14.8
TransakAuto,Agence SECLIN,Seclin,59113,Harnes,62440,12247,14.9
TransakAuto,Agence SECLIN,Seclin,59113,Baisieux,59780,5545,15.0
TransakAuto,Agence SECLIN,Seclin,59113,Salomé,59496,3182,15.0
TransakAuto,Agence SECLIN,Seclin,59113,Auby,59950,7083,15.1
TransakAuto,Agence SECLIN,Seclin,59113,Coutiches,59310,3436,15.1
TransakAuto,Agence SECLIN,Seclin,59113,Verlinghem,59237,2682,15.1
TransakAuto,Agence SECLIN,Seclin,59113,Courcelles-lès-Lens,62970,7830,15.2
TransakAuto,Agence SECLIN,Seclin,59113,Noyelles-Godault,62950,5994,15.2
TransakAuto,Agence SECLIN,Seclin,59113,Fromelles,59249,1161,15.3
TransakAuto,Agence SECLIN,Seclin,59113,Hem,59510,18582,15.3
TransakAuto,Agence SECLIN,Seclin,59113,Annay,62880,4571,15.3
TransakAuto,Agence SECLIN,Seclin,59113,Camphin-en-Pévèle,59780,2518,15.4
TransakAuto,Agence SECLIN,Seclin,59113,Illies,59480,1712,15.4
TransakAuto,Agence SECLIN,Seclin,59113,Râches,59194,2672,15.6
TransakAuto,Agence SECLIN,Seclin,59113,Bachy,59830,1898,15.7
TransakAuto,Agence SECLIN,Seclin,59113,Roost-Warendin,59286,5956,15.7
TransakAuto,Agence SECLIN,Seclin,59113,Croix,59170,20566,15.8
TransakAuto,Agence SECLIN,Seclin,59113,Willems,59780,2941,15.8
TransakAuto,Agence SECLIN,Seclin,59113,Wannehain,59830,1338,15.9
TransakAuto,Agence SECLIN,Seclin,59113,Douvrin,62138,5867,15.9
TransakAuto,Agence SECLIN,Seclin,59113,Hénin-Beaumont,62110,25688,15.9
TransakAuto,Agence SECLIN,Seclin,59113,Montigny-en-Gohelle,62640,9743,16.1
TransakAuto,Agence SECLIN,Seclin,59113,Orchies,59310,8396,16.3
TransakAuto,Agence SECLIN,Seclin,59113,Flers-en-Escrebieux,59128,5424,16.4
TransakAuto,Agence SECLIN,Seclin,59113,Sailly-lez-Lannoy,59390,1923,16.5
TransakAuto,Agence SECLIN,Seclin,59113,Wambrechies,59118,11012,16.5
TransakAuto,Agence SECLIN,Seclin,59113,Vendin-le-Vieil,62880,8536,16.5
TransakAuto,Agence SECLIN,Seclin,59113,Bois-Grenier,59280,1775,16.6
TransakAuto,Agence SECLIN,Seclin,59113,La Chapelle-d'Armentières,59930,8754,16.7
TransakAuto,Agence SECLIN,Seclin,59113,Fouquières-lès-Lens,62740,6087,16.8
TransakAuto,Agence SECLIN,Seclin,59113,La Bassée,59480,6650,16.9
TransakAuto,Agence SECLIN,Seclin,59113,Aubers,59249,1749,17.1
TransakAuto,Agence SECLIN,Seclin,59113,Houplines,59116,7921,17.1
TransakAuto,Agence SECLIN,Seclin,59113,Lannoy,59390,1812,17.2
TransakAuto,Agence SECLIN,Seclin,59113,Mouchin,59310,1491,17.5
TransakAuto,Agence SECLIN,Seclin,59113,Bénifontaine,62410,330,17.5
TransakAuto,Agence SECLIN,Seclin,59113,Loison-sous-Lens,62218,5169,17.5
TransakAuto,Agence SECLIN,Seclin,59113,Lauwin-Planque,59553,1608,17.6
TransakAuto,Agence SECLIN,Seclin,59113,Bondues,59910,9747,17.7
TransakAuto,Agence SECLIN,Seclin,59113,Flines-lez-Raches,59148,5745,17.7
TransakAuto,Agence SECLIN,Seclin,59113,Hulluch,62410,3371,17.8
TransakAuto,Agence SECLIN,Seclin,59113,Anhiers,59194,888,17.9
TransakAuto,Agence SECLIN,Seclin,59113,Toufflers,59390,3957,17.9
TransakAuto,Agence SECLIN,Seclin,59113,Lorgies,62840,1651,17.9
TransakAuto,Agence SECLIN,Seclin,59113,Billy-Montigny,62420,7937,18.0
TransakAuto,Agence SECLIN,Seclin,59113,Roubaix,59100,98286,18.1
TransakAuto,Agence SECLIN,Seclin,59113,Noyelles-sous-Lens,62221,6854,18.1
TransakAuto,Agence SECLIN,Seclin,59113,Lys-lez-Lannoy,59390,14050,18.2
TransakAuto,Agence SECLIN,Seclin,59113,Mouvaux,59420,13369,18.3
TransakAuto,Agence SECLIN,Seclin,59113,Quesnoy-sur-Deûle,59890,6805,18.3
TransakAuto,Agence SECLIN,Seclin,59113,Esquerchin,59553,893,18.4
TransakAuto,Agence SECLIN,Seclin,59113,Frelinghien,59236,2609,18.4
TransakAuto,Agence SECLIN,Seclin,59113,Fleurbaix,62840,2947,18.4
TransakAuto,Agence SECLIN,Seclin,59113,Bouvignies,59870,1580,18.6
TransakAuto,Agence SECLIN,Seclin,59113,Haisnes,62138,4396,18.7
TransakAuto,Agence SECLIN,Seclin,59113,Waziers,59119,7266,19.0
TransakAuto,Agence SECLIN,Seclin,59113,Aix-en-Pévèle,59310,1338,19.1
TransakAuto,Agence SECLIN,Seclin,59113,Violaines,62138,3839,19.1
TransakAuto,Agence SECLIN,Seclin,59113,Neuve-Chapelle,62840,1409,19.3
TransakAuto,Agence SECLIN,Seclin,59113,Douai,59500,40250,19.4
TransakAuto,Agence SECLIN,Seclin,59113,Sallaumines,62430,9414,19.4
TransakAuto,Agence SECLIN,Seclin,59113,Landas,59310,2518,19.5
TransakAuto,Agence SECLIN,Seclin,59113,Laventie,62840,5044,19.5
TransakAuto,Agence SECLIN,Seclin,59113,Cuincy,59553,6467,19.6
TransakAuto,Agence SECLIN,Seclin,59113,Auchy-les-Mines,62138,4625,19.6
TransakAuto,Agence SECLIN,Seclin,59113,Drocourt,62320,2939,19.6
TransakAuto,Agence SECLIN,Seclin,59113,Leers,59115,9521,19.7
TransakAuto,Agence SECLIN,Seclin,59113,Rouvroy,62320,8552,19.7
TransakAuto,Agence SECLIN,Seclin,59113,Armentières,59280,26998,19.8
TransakAuto,Agence SECLIN,Seclin,59113,Erquinghem-Lys,59193,5341,19.8
TransakAuto,Agence SECLIN,Seclin,59113,Beuvry-la-Forêt,59310,2861,20.0
TransakAuto,Agence SENS,Sens,89100,Sens,89100,27106,1.5
TransakAuto,Agence SENS,Sens,89100,Saint-Clément,89100,2849,2.9
TransakAuto,Agence SENS,Sens,89100,Saint-Denis-lès-Sens,89100,628,3.6
TransakAuto,Agence SENS,Sens,89100,Saint-Martin-du-Tertre,89100,1536,4.0
TransakAuto,Agence SENS,Sens,89100,Courtois-sur-Yonne,89100,783,4.1
TransakAuto,Agence SENS,Sens,89100,Paron,89100,4834,4.6
TransakAuto,Agence SENS,Sens,89100,Saligny,89100,647,4.7
TransakAuto,Agence SENS,Sens,89100,Maillot,89100,1268,5.0
TransakAuto,Agence SENS,Sens,89100,Cuy,89140,861,6.0
TransakAuto,Agence SENS,Sens,89100,Soucy,89100,1536,6.0
TransakAuto,Agence SENS,Sens,89100,Gron,89100,1288,6.1
TransakAuto,Agence SENS,Sens,89100,Nailly,89100,1283,6.1
TransakAuto,Agence SENS,Sens,89100,Villenavotte,89140,162,6.1
TransakAuto,Agence SENS,Sens,89100,Malay-le-Grand,89100,1630,6.3
TransakAuto,Agence SENS,Sens,89100,Rosoy,89100,1072,6.5
TransakAuto,Agence SENS,Sens,89100,Malay-le-Petit,89100,305,6.8
TransakAuto,Agence SENS,Sens,89100,Évry,89140,402,7.3
TransakAuto,Agence SENS,Sens,89100,Étigny,89510,747,7.5
TransakAuto,Agence SENS,Sens,89100,Collemiers,89100,663,7.8
TransakAuto,Agence SENS,Sens,89100,Villiers-Louis,89320,451,7.9
TransakAuto,Agence SENS,Sens,89100,Subligny,89100,508,8.1
TransakAuto,Agence SENS,Sens,89100,Fontaine-la-Gaillarde,89100,526,8.5
TransakAuto,Agence SENS,Sens,89100,Villeperrot,89140,282,8.5
TransakAuto,Agence SENS,Sens,89100,Villeroy,89100,384,8.5
TransakAuto,Agence SENS,Sens,89100,Véron,89510,1849,9.2
TransakAuto,Agence SENS,Sens,89100,Gisy-les-Nobles,89140,545,9.4
TransakAuto,Agence SENS,Sens,89100,Noé,89320,559,9.8
TransakAuto,Agence SENS,Sens,89100,Villebougis,89150,632,9.9
TransakAuto,Agence SENS,Sens,89100,La Chapelle-sur-Oreuse,89260,667,10.1
TransakAuto,Agence SENS,Sens,89100,Passy,89510,324,10.1
TransakAuto,Agence SENS,Sens,89100,Marsangy,89500,870,10.4
TransakAuto,Agence SENS,Sens,89100,Saint-Sérotin,89140,596,10.6
TransakAuto,Agence SENS,Sens,89100,Cornant,89500,367,10.8
TransakAuto,Agence SENS,Sens,89100,Voisines,89260,523,10.9
TransakAuto,Agence SENS,Sens,89100,Fouchères,89150,442,11.0
TransakAuto,Agence SENS,Sens,89100,Pont-sur-Vanne,89190,216,11.2
TransakAuto,Agence SENS,Sens,89100,Pont-sur-Yonne,89140,3391,11.3
TransakAuto,Agence SENS,Sens,89100,Brannay,89150,773,12.4
TransakAuto,Agence SENS,Sens,89100,Thorigny-sur-Oreuse,89260,1396,12.5
TransakAuto,Agence SENS,Sens,89100,Michery,89140,1078,12.6
TransakAuto,Agence SENS,Sens,89100,Les Clérimois,89190,298,12.8
TransakAuto,Agence SENS,Sens,89100,Rousson,89500,386,12.9
TransakAuto,Agence SENS,Sens,89100,Les Bordes,89500,551,13.1
TransakAuto,Agence SENS,Sens,89100,Villeneuve-la-Dondagre,89150,334,13.1
TransakAuto,Agence SENS,Sens,89100,Égriselles-le-Bocage,89500,1381,13.2
TransakAuto,Agence SENS,Sens,89100,Les Vallées de la Vanne,89190,1021,13.3
TransakAuto,Agence SENS,Sens,89100,Vaumort,89320,342,13.5
TransakAuto,Agence SENS,Sens,89100,Villeneuve-sur-Yonne,89500,5135,13.7
TransakAuto,Agence SENS,Sens,89100,Villemanoche,89140,667,13.8
TransakAuto,Agence SENS,Sens,89100,Lixy,89140,480,14.1
TransakAuto,Agence SENS,Sens,89100,Saint-Valérien,89150,1823,14.4
TransakAuto,Agence SENS,Sens,89100,Chaumot,89500,708,15.1
TransakAuto,Agence SENS,Sens,89100,La Postolle,89260,159,15.2
TransakAuto,Agence SENS,Sens,89100,Plessis-Saint-Jean,89140,217,15.3
TransakAuto,Agence SENS,Sens,89100,Serbonnes,89140,716,15.3
TransakAuto,Agence SENS,Sens,89100,Champigny,89340,2128,15.9
TransakAuto,Agence SENS,Sens,89100,Courtoin,89150,39,16.0
TransakAuto,Agence SENS,Sens,89100,Sergines,89140,1223,16.0
TransakAuto,Agence SENS,Sens,89100,Foissy-sur-Vanne,89190,298,16.1
TransakAuto,Agence SENS,Sens,89100,Pailly,89140,279,16.1
TransakAuto,Agence SENS,Sens,89100,La Belliole,89150,216,16.7
TransakAuto,Agence SENS,Sens,89100,Dollot,89150,327,16.7
TransakAuto,Agence SENS,Sens,89100,Bussy-le-Repos,89500,453,16.9
TransakAuto,Agence SENS,Sens,89100,Lailly,89190,199,17.1
TransakAuto,Agence SENS,Sens,89100,Dixmont,89500,887,17.2
TransakAuto,Agence SENS,Sens,89100,Vernoy,89150,244,17.2
TransakAuto,Agence SENS,Sens,89100,Villethierry,89140,789,17.4
TransakAuto,Agence SENS,Sens,89100,Courlon-sur-Yonne,89140,1183,17.5
TransakAuto,Agence SENS,Sens,89100,Armeau,89500,753,17.8
TransakAuto,Agence SENS,Sens,89100,Compigny,89140,178,18.0
TransakAuto,Agence SENS,Sens,89100,Perceneige,89260,940,18.0
TransakAuto,Agence SENS,Sens,89100,Chaumont,89340,645,18.1
TransakAuto,Agence SENS,Sens,89100,Vallery,89150,575,18.2
TransakAuto,Agence SENS,Sens,89100,Les Sièges,89190,439,18.6
TransakAuto,Agence SENS,Sens,89100,Cerisiers,89320,988,18.9
TransakAuto,Agence SENS,Sens,89100,Molinons,89190,273,18.9
TransakAuto,Agence SENS,Sens,89100,Montacher-Villegardin,89150,719,19.5
TransakAuto,Agence SENS,Sens,89100,Domats,89150,779,19.6
TransakAuto,Agence SENS,Sens,89100,Saint-Julien-du-Sault,89330,2173,19.6
TransakAuto,Agence SENS,Sens,89100,Piffonds,89330,582,19.7
TransakAuto,Agence SENS,Sens,89100,Vinneuf,89140,1536,19.7
TransakAuto,Agence SETE,Gigean,34770,Gigean,34770,6639,2.0
TransakAuto,Agence SETE,Gigean,34770,Balaruc-le-Vieux,34540,2737,2.8
TransakAuto,Agence SETE,Gigean,34770,Poussan,34560,6797,3.1
TransakAuto,Agence SETE,Gigean,34770,Balaruc-les-Bains,34540,7139,4.8
TransakAuto,Agence SETE,Gigean,34770,Montbazin,34560,2877,5.3
TransakAuto,Agence SETE,Gigean,34770,Cournonsec,34660,3616,5.5
TransakAuto,Agence SETE,Gigean,34770,Bouzigues,34140,1601,6.1
TransakAuto,Agence SETE,Gigean,34770,Frontignan,34110,24136,6.1
TransakAuto,Agence SETE,Gigean,34770,Loupian,34140,2169,7.3
TransakAuto,Agence SETE,Gigean,34770,Fabrègues,34690,7447,7.5
TransakAuto,Agence SETE,Gigean,34770,Vic-la-Gardiole,34110,3428,8.5
TransakAuto,Agence SETE,Gigean,34770,Villeveyrac,34560,3972,8.6
TransakAuto,Agence SETE,Gigean,34770,Mireval,34110,3301,8.7
TransakAuto,Agence SETE,Gigean,34770,Cournonterral,34660,7359,9.0
TransakAuto,Agence SETE,Gigean,34770,Pignan,34570,8431,10.7
TransakAuto,Agence SETE,Gigean,34770,Saussan,34570,2069,11.0
TransakAuto,Agence SETE,Gigean,34770,Mèze,34140,12669,11.3
TransakAuto,Agence SETE,Gigean,34770,Aumelas,34230,624,12.2
TransakAuto,Agence SETE,Gigean,34770,Sète,34200,45337,12.6
TransakAuto,Agence SETE,Gigean,34770,Villeneuve-lès-Maguelone,34750,10872,13.1
TransakAuto,Agence SETE,Gigean,34770,Lavérune,34880,3302,13.3
TransakAuto,Agence SETE,Gigean,34770,Saint-Pargoire,34230,2501,13.4
TransakAuto,Agence SETE,Gigean,34770,Murviel-lès-Montpellier,34570,2075,13.9
TransakAuto,Agence SETE,Gigean,34770,Saint-Paul-et-Valmalle,34570,1394,13.9
TransakAuto,Agence SETE,Gigean,34770,Saint-Jean-de-Védas,34430,13328,14.1
TransakAuto,Agence SETE,Gigean,34770,Vendémian,34230,1149,15.0
TransakAuto,Agence SETE,Gigean,34770,Saint-Pons-de-Mauchiens,34230,667,15.2
TransakAuto,Agence SETE,Gigean,34770,Saint-Georges-d'Orques,34680,5676,15.3
TransakAuto,Agence SETE,Gigean,34770,Montagnac,34530,4515,15.7
TransakAuto,Agence SETE,Gigean,34770,Plaissan,34230,1718,15.7
TransakAuto,Agence SETE,Gigean,34770,Juvignac,34990,14055,15.9
TransakAuto,Agence SETE,Gigean,34770,Pinet,34850,2049,17.4
TransakAuto,Agence SETE,Gigean,34770,Campagnan,34230,714,17.5
TransakAuto,Agence SETE,Gigean,34770,Montarnaud,34570,4208,17.5
TransakAuto,Agence SETE,Gigean,34770,Bélarga,34230,664,17.6
TransakAuto,Agence SETE,Gigean,34770,Saint-Bauzille-de-la-Sylve,34230,947,17.6
TransakAuto,Agence SETE,Gigean,34770,Puilacher,34230,657,17.9
TransakAuto,Agence SETE,Gigean,34770,Lattes,34970,17351,18.2
TransakAuto,Agence SETE,Gigean,34770,Pomérols,34810,2299,18.3
TransakAuto,Agence SETE,Gigean,34770,Le Pouget,34230,2122,18.5
TransakAuto,Agence SETE,Gigean,34770,Aumes,34530,498,18.8
TransakAuto,Agence SETE,Gigean,34770,Marseillan,34340,8414,19.1
TransakAuto,Agence SETE,Gigean,34770,Usclas-d'Hérault,34230,439,19.1
TransakAuto,Agence SETE,Gigean,34770,Grabels,34790,9092,19.2
TransakAuto,Agence SETE,Gigean,34770,La Boissière,34150,1072,19.3
TransakAuto,Agence SETE,Gigean,34770,Montpellier,34000,310240,19.3
TransakAuto,Agence SETE,Gigean,34770,Castelnau-de-Guers,34120,1208,19.4
TransakAuto,Agence SETE,Gigean,34770,Tressan,34230,683,19.4
TransakAuto,Agence SETE,Gigean,34770,Palavas-les-Flots,34250,6133,19.5
TransakAuto,Agence SETE,Gigean,34770,Cazouls-d'Hérault,34120,420,19.6
TransakAuto,Agence SETE,Gigean,34770,Vailhauquès,34570,2722,19.6
TransakAuto,Agence SETE,Gigean,34770,Popian,34230,380,19.9
TransakAuto,Agence SETE,Gigean,34770,Gignac,34150,6651,20.0
TransakAuto,Agence STRASBOURG NORD,Lampertheim,67450,Mundolsheim,67450,5322,1.3
TransakAuto,Agence STRASBOURG NORD,Lampertheim,67450,Lampertheim,67450,3457,1.8
TransakAuto,Agence STRASBOURG NORD,Lampertheim,67450,Vendenheim,67550,6137,2.5
TransakAuto,Agence STRASBOURG NORD,Lampertheim,67450,Reichstett,67116,4732,2.6
TransakAuto,Agence STRASBOURG NORD,Lampertheim,67450,Souffelweyersheim,67460,8239,3.0
TransakAuto,Agence STRASBOURG NORD,Lampertheim,67450,Niederhausbergen,67207,1721,3.4
TransakAuto,Agence STRASBOURG NORD,Lampertheim,67450,Hœnheim,67800,11742,3.5
TransakAuto,Agence STRASBOURG NORD,Lampertheim,67450,Pfulgriesheim,67370,1282,4.1
TransakAuto,Agence STRASBOURG NORD,Lampertheim,67450,Eckwersheim,67550,1419,4.3
TransakAuto,Agence STRASBOURG NORD,Lampertheim,67450,Griesheim-sur-Souffel,67370,1216,4.3
TransakAuto,Agence STRASBOURG NORD,Lampertheim,67450,Bischheim,67800,18558,4.6
TransakAuto,Agence STRASBOURG NORD,Lampertheim,67450,Mittelhausbergen,67206,2188,4.7
TransakAuto,Agence STRASBOURG NORD,Lampertheim,67450,Schiltigheim,67300,34708,5.0
TransakAuto,Agence STRASBOURG NORD,Lampertheim,67450,Oberhausbergen,67205,5857,5.3
TransakAuto,Agence STRASBOURG NORD,Lampertheim,67450,Dingsheim,67370,1237,5.5
TransakAuto,Agence STRASBOURG NORD,Lampertheim,67450,Olwisheim,67170,484,6.1
TransakAuto,Agence STRASBOURG NORD,Lampertheim,67450,Hœrdt,67720,4570,6.4
TransakAuto,Agence STRASBOURG NORD,Lampertheim,67450,Truchtersheim,67370,4398,6.8
TransakAuto,Agence STRASBOURG NORD,Lampertheim,67450,Geudertheim,67170,2727,6.9
TransakAuto,Agence STRASBOURG NORD,Lampertheim,67450,Mittelschaeffolsheim,67170,560,7.2
TransakAuto,Agence STRASBOURG NORD,Lampertheim,67450,Berstett,67370,2517,7.3
TransakAuto,Agence STRASBOURG NORD,Lampertheim,67450,Stutzheim-Offenheim,67370,1607,7.5
TransakAuto,Agence STRASBOURG NORD,Lampertheim,67450,Brumath,67170,10499,7.6
TransakAuto,Agence STRASBOURG NORD,Lampertheim,67450,Bilwisheim,67170,535,7.7
TransakAuto,Agence STRASBOURG NORD,Lampertheim,67450,Eckbolsheim,67201,7157,8.5
TransakAuto,Agence STRASBOURG NORD,Lampertheim,67450,Wolfisheim,67202,4217,8.5
TransakAuto,Agence STRASBOURG NORD,Lampertheim,67450,Oberschaeffolsheim,67203,2597,8.7
TransakAuto,Agence STRASBOURG NORD,Lampertheim,67450,La Wantzenau,67610,5864,8.8
TransakAuto,Agence STRASBOURG NORD,Lampertheim,67450,Bietlenheim,67720,314,8.9
TransakAuto,Agence STRASBOURG NORD,Lampertheim,67450,Donnenheim,67170,367,9.0
TransakAuto,Agence STRASBOURG NORD,Lampertheim,67450,Wiwersheim,67370,922,9.1
TransakAuto,Agence STRASBOURG NORD,Lampertheim,67450,Hurtigheim,67117,988,9.4
TransakAuto,Agence STRASBOURG NORD,Lampertheim,67450,Ittenheim,67117,2108,9.5
TransakAuto,Agence STRASBOURG NORD,Lampertheim,67450,Kilstett,67840,2607,9.7
TransakAuto,Agence STRASBOURG NORD,Lampertheim,67450,Strasbourg,67000,293771,9.7
TransakAuto,Agence STRASBOURG NORD,Lampertheim,67450,Krautwiller,67170,220,10.2
TransakAuto,Agence STRASBOURG NORD,Lampertheim,67450,Achenheim,67204,2637,10.3
TransakAuto,Agence STRASBOURG NORD,Lampertheim,67450,Dossenheim-Kochersberg,67117,322,10.6
TransakAuto,Agence STRASBOURG NORD,Lampertheim,67450,Kienheim,67270,537,10.7
TransakAuto,Agence STRASBOURG NORD,Lampertheim,67450,Quatzenheim,67117,782,10.8
TransakAuto,Agence STRASBOURG NORD,Lampertheim,67450,Wingersheim les Quatre Bans,67170,2342,10.9
TransakAuto,Agence STRASBOURG NORD,Lampertheim,67450,Schnersheim,67370,1853,11.0
TransakAuto,Agence STRASBOURG NORD,Lampertheim,67450,Weyersheim,67720,3512,11.1
TransakAuto,Agence STRASBOURG NORD,Lampertheim,67450,Lingolsheim,67380,20826,11.2
TransakAuto,Agence STRASBOURG NORD,Lampertheim,67450,Bernolsheim,67170,656,11.4
TransakAuto,Agence STRASBOURG NORD,Lampertheim,67450,Kurtzenhouse,67240,1093,11.5
TransakAuto,Agence STRASBOURG NORD,Lampertheim,67450,Kriegsheim,67170,765,11.6
TransakAuto,Agence STRASBOURG NORD,Lampertheim,67450,Ostwald,67540,13946,11.7
TransakAuto,Agence STRASBOURG NORD,Lampertheim,67450,Holtzheim,67810,3850,11.9
TransakAuto,Agence STRASBOURG NORD,Lampertheim,67450,Rottelsheim,67170,301,11.9
TransakAuto,Agence STRASBOURG NORD,Lampertheim,67450,Handschuheim,67117,281,12.0
TransakAuto,Agence STRASBOURG NORD,Lampertheim,67450,Durningen,67270,687,12.1
TransakAuto,Agence STRASBOURG NORD,Lampertheim,67450,Breuschwickersheim,67112,1344,12.2
TransakAuto,Agence STRASBOURG NORD,Lampertheim,67450,Gougenheim,67270,531,12.2
TransakAuto,Agence STRASBOURG NORD,Lampertheim,67450,Waltenheim-sur-Zorn,67670,655,12.5
TransakAuto,Agence STRASBOURG NORD,Lampertheim,67450,Furdenheim,67117,1620,12.6
TransakAuto,Agence STRASBOURG NORD,Lampertheim,67450,Gambsheim,67760,5312,12.6
TransakAuto,Agence STRASBOURG NORD,Lampertheim,67450,Mommenheim,67670,2340,12.6
TransakAuto,Agence STRASBOURG NORD,Lampertheim,67450,Fessenheim-le-Bas,67117,570,12.9
TransakAuto,Agence STRASBOURG NORD,Lampertheim,67450,Wahlenheim,67170,649,12.9
TransakAuto,Agence STRASBOURG NORD,Lampertheim,67450,Weitbruch,67500,2711,12.9
TransakAuto,Agence STRASBOURG NORD,Lampertheim,67450,Neugartheim-Ittlenheim,67370,784,13.2
TransakAuto,Agence STRASBOURG NORD,Lampertheim,67450,Hangenbieten,67980,1822,13.3
TransakAuto,Agence STRASBOURG NORD,Lampertheim,67450,Hohfrankenheim,67270,273,13.3
TransakAuto,Agence STRASBOURG NORD,Lampertheim,67450,Niederschaeffolsheim,67500,1325,13.4
TransakAuto,Agence STRASBOURG NORD,Lampertheim,67450,Osthoffen,67990,815,13.4
TransakAuto,Agence STRASBOURG NORD,Lampertheim,67450,Gries,67240,2868,13.6
TransakAuto,Agence STRASBOURG NORD,Lampertheim,67450,Kolbsheim,67120,1022,14.0
TransakAuto,Agence STRASBOURG NORD,Lampertheim,67450,Mutzenhouse,67270,450,14.0
TransakAuto,Agence STRASBOURG NORD,Lampertheim,67450,Hochstett,67170,422,14.1
TransakAuto,Agence STRASBOURG NORD,Lampertheim,67450,Rohr,67270,377,14.3
