reseau,agence,agence_ville,agence_cp,ville_cible,cp_cible,population,distance_km
TransakAuto,Agence LE RAINCY,Villemomble,93250,Neuilly-sur-Seine,92200,59538,17.9
TransakAuto,Agence LE RAINCY,Villemomble,93250,Chevilly-Larue,94550,19826,17.9
TransakAuto,Agence LE RAINCY,Villemomble,93250,Vanves,92170,28622,18.0
TransakAuto,Agence LE RAINCY,Villemomble,93250,Saint-Mesmes,77410,579,18.1
TransakAuto,Agence LE RAINCY,Villemomble,93250,Fontenay-en-Parisis,95190,2219,18.2
TransakAuto,Agence LE RAINCY,Villemomble,93250,Orly,94310,24658,18.4
TransakAuto,Agence LE RAINCY,Villemomble,93250,Jablines,77450,647,18.5
TransakAuto,Agence LE RAINCY,Villemomble,93250,Courbevoie,92400,82902,18.5
TransakAuto,Agence LE RAINCY,Villemomble,93250,Ozoir-la-Ferrière,77330,21238,18.6
TransakAuto,Agence LE RAINCY,Villemomble,93250,Piscop,95350,768,18.6
TransakAuto,Agence LE RAINCY,Villemomble,93250,Saint-Gratien,95210,21336,18.6
TransakAuto,Agence LE RAINCY,Villemomble,93250,Nantouillet,77230,302,18.7
TransakAuto,Agence LE RAINCY,Villemomble,93250,Bourg-la-Reine,92340,21019,18.7
TransakAuto,Agence LE RAINCY,Villemomble,93250,Villecresnes,94440,11647,18.8
TransakAuto,Agence LE RAINCY,Villemomble,93250,Châtillon,92320,36705,18.9
TransakAuto,Agence LE RAINCY,Villemomble,93250,Soisy-sous-Montmorency,95230,18008,18.9
TransakAuto,Agence LE RAINCY,Villemomble,93250,Villeron,95380,1766,18.9
TransakAuto,Agence LE RAINCY,Villemomble,93250,Chessy,77700,7771,19.1
TransakAuto,Agence LE RAINCY,Villemomble,93250,Villeneuve-le-Roi,94290,21000,19.1
TransakAuto,Agence LE RAINCY,Villemomble,93250,Crosne,91560,9610,19.2
TransakAuto,Agence LE RAINCY,Villemomble,93250,Chalifert,77144,1584,19.3
TransakAuto,Agence LE RAINCY,Villemomble,93250,Moussy-le-Vieux,77230,1469,19.4
